date,retail_recreation,grocery_pharmacy,parks,transit,workplaces,residential
2021-11-25,-51.0,-14.0,-30.0,-51.0,-82.0,19.0
2021-11-26,-24.0,-23.0,-21.0,-46.0,-66.0,17.0
2021-11-27,-23.0,-19.0,-28.0,-32.0,-27.0,5.0
2021-11-28,-19.0,-18.0,-25.0,-26.0,-17.0,4.0
2021-11-29,-18.0,-11.0,-24.0,-29.0,-30.0,6.0
2021-11-30,-19.0,-11.0,-24.0,-30.0,-30.0,7.0
2021-12-01,-17.0,-10.0,-24.0,-29.0,-30.0,7.0
2021-12-02,-17.0,-10.0,-26.0,-31.0,-30.0,7.0
2021-12-03,-18.0,-10.0,-25.0,-30.0,-28.0,7.0
2021-12-04,-19.0,-12.0,-28.0,-28.0,-15.0,4.0
2021-12-05,-16.0,-13.0,-24.0,-26.0,-15.0,4.0
2021-12-06,-17.0,-9.0,-28.0,-32.0,-29.0,6.0
2021-12-07,-18.0,-10.0,-31.0,-35.0,-29.0,7.0
2021-12-08,-17.0,-9.0,-24.0,-33.0,-28.0,6.0
2021-12-09,-20.0,-13.0,-40.0,-37.0,-29.0,9.0
2021-12-10,-19.0,-10.0,-26.0,-32.0,-27.0,6.0
2021-12-11,-18.0,-10.0,-26.0,-27.0,-13.0,2.0
2021-12-12,-15.0,-12.0,-22.0,-26.0,-13.0,2.0
2021-12-13,-17.0,-8.0,-35.0,-34.0,-28.0,7.0
2021-12-14,-27.0,-19.0,-57.0,-47.0,-34.0,12.0
2021-12-15,-13.0,-7.0,-30.0,-32.0,-29.0,6.0
2021-12-16,-12.0,-9.0,-36.0,-32.0,-29.0,6.0
2021-12-17,-15.0,-8.0,-27.0,-31.0,-29.0,6.0
2021-12-18,-15.0,-9.0,-28.0,-26.0,-14.0,2.0
2021-12-19,-11.0,-11.0,-24.0,-26.0,-12.0,2.0
2021-12-20,-8.0,-5.0,-26.0,-33.0,-38.0,7.0
2021-12-21,-7.0,-1.0,-26.0,-33.0,-39.0,8.0
2021-12-22,-6.0,5.0,-25.0,-33.0,-40.0,8.0
2021-12-23,-13.0,3.0,-57.0,-44.0,-48.0,13.0
2021-12-24,-29.0,13.0,-45.0,-48.0,-70.0,18.0
2021-12-25,-68.0,-51.0,-65.0,-58.0,-67.0,14.0
2021-12-26,-22.0,-21.0,-31.0,-35.0,-22.0,5.0
2021-12-27,-21.0,-17.0,-44.0,-44.0,-50.0,14.0
2021-12-28,-15.0,-8.0,-25.0,-39.0,-48.0,12.0
2021-12-29,-26.0,-17.0,-52.0,-48.0,-50.0,16.0
2021-12-30,-25.0,-13.0,-60.0,-51.0,-54.0,18.0
2021-12-31,-25.0,7.0,-28.0,-48.0,-68.0,19.0
2022-01-01,-47.0,-38.0,-35.0,-52.0,-55.0,14.0
2022-01-02,-25.0,-19.0,-26.0,-35.0,-22.0,7.0
2022-01-03,-20.0,-9.0,-27.0,-38.0,-45.0,12.0
2022-01-04,-24.0,-10.0,-28.0,-40.0,-41.0,12.0
2022-01-05,-24.0,-9.0,-27.0,-41.0,-41.0,13.0
2022-01-06,-25.0,-11.0,-27.0,-42.0,-41.0,13.0
2022-01-07,-29.0,-14.0,-35.0,-43.0,-40.0,15.0
2022-01-08,-29.0,-14.0,-35.0,-39.0,-22.0,9.0
2022-01-09,-26.0,-16.0,-23.0,-36.0,-20.0,7.0
2022-01-10,-26.0,-12.0,-30.0,-42.0,-39.0,12.0
2022-01-11,-26.0,-11.0,-23.0,-43.0,-37.0,12.0
2022-01-12,-27.0,-14.0,-26.0,-43.0,-37.0,12.0
2022-01-13,-28.0,-15.0,-31.0,-43.0,-37.0,13.0
2022-01-14,-27.0,-14.0,-25.0,-41.0,-36.0,12.0
2022-01-15,-30.0,-18.0,-43.0,-42.0,-22.0,9.0
2022-01-16,-25.0,-17.0,-17.0,-39.0,-20.0,7.0
2022-01-17,-25.0,-16.0,-37.0,-47.0,-51.0,15.0
2022-01-18,-27.0,-13.0,-27.0,-42.0,-36.0,11.0
2022-01-19,-27.0,-15.0,-25.0,-42.0,-35.0,11.0
2022-01-20,-26.0,-15.0,-21.0,-41.0,-34.0,11.0
2022-01-21,-26.0,-15.0,-24.0,-41.0,-33.0,11.0
2022-01-22,-27.0,-16.0,-29.0,-40.0,-19.0,7.0
2022-01-23,-25.0,-17.0,-15.0,-38.0,-18.0,6.0
2022-01-24,-25.0,-14.0,-22.0,-41.0,-32.0,9.0
2022-01-25,-25.0,-14.0,-21.0,-42.0,-33.0,10.0
2022-01-26,-25.0,-15.0,-22.0,-42.0,-33.0,9.0
2022-01-27,-25.0,-16.0,-21.0,-41.0,-33.0,10.0
2022-01-28,-25.0,-14.0,-24.0,-40.0,-31.0,9.0
2022-01-29,-25.0,-15.0,-30.0,-39.0,-17.0,6.0
2022-01-30,-24.0,-15.0,-17.0,-35.0,-17.0,5.0
2022-01-31,-24.0,-14.0,-26.0,-40.0,-31.0,8.0
2022-02-01,-23.0,-12.0,-21.0,-40.0,-32.0,8.0
2022-02-02,-23.0,-13.0,-21.0,-41.0,-31.0,9.0
2022-02-03,-22.0,-13.0,-20.0,-39.0,-31.0,8.0
2022-02-04,-22.0,-13.0,-16.0,-37.0,-29.0,8.0
2022-02-05,-22.0,-13.0,-17.0,-35.0,-17.0,5.0
2022-02-06,-19.0,-14.0,-1.0,-32.0,-16.0,4.0
2022-02-07,-23.0,-12.0,-17.0,-38.0,-30.0,7.0
2022-02-08,-23.0,-12.0,-16.0,-40.0,-31.0,7.0
2022-02-09,-22.0,-12.0,-15.0,-38.0,-30.0,7.0
2022-02-10,-21.0,-10.0,-17.0,-37.0,-30.0,7.0
2022-02-11,-21.0,-9.0,-16.0,-35.0,-29.0,7.0
2022-02-12,-20.0,-6.0,-18.0,-32.0,-16.0,4.0
2022-02-13,-27.0,-5.0,-23.0,-31.0,-17.0,3.0
2022-02-14,-14.0,-6.0,-14.0,-34.0,-33.0,6.0
2022-02-15,-26.0,-17.0,-32.0,-39.0,-31.0,8.0
2022-02-16,-22.0,-15.0,-15.0,-37.0,-30.0,7.0
2022-02-17,-22.0,-15.0,-17.0,-36.0,-30.0,7.0
2022-02-18,-21.0,-14.0,-17.0,-36.0,-29.0,7.0
2022-02-19,-21.0,-15.0,-18.0,-34.0,-18.0,3.0
2022-02-20,-18.0,-17.0,-9.0,-32.0,-17.0,3.0
2022-02-21,-17.0,-15.0,-16.0,-42.0,-49.0,11.0
2022-02-22,-25.0,-16.0,-31.0,-39.0,-30.0,7.0
2022-02-23,-25.0,-17.0,-29.0,-40.0,-30.0,8.0
2022-02-24,-23.0,-17.0,-25.0,-38.0,-30.0,7.0
2022-02-25,-23.0,-16.0,-22.0,-37.0,-28.0,7.0
2022-02-26,-22.0,-15.0,-20.0,-35.0,-16.0,3.0
2022-02-27,-19.0,-15.0,-10.0,-33.0,-16.0,2.0
2022-02-28,-22.0,-13.0,-20.0,-37.0,-29.0,6.0
2022-03-01,-21.0,-12.0,-18.0,-38.0,-29.0,6.0
2022-03-02,-22.0,-13.0,-18.0,-38.0,-29.0,6.0
2022-03-03,-21.0,-14.0,-24.0,-38.0,-29.0,6.0
2022-03-04,-23.0,-15.0,-32.0,-41.0,-29.0,7.0
2022-03-05,-23.0,-16.0,-35.0,-39.0,-17.0,4.0
2022-03-06,-18.0,-15.0,-13.0,-34.0,-15.0,3.0
2022-03-07,-23.0,-15.0,-24.0,-38.0,-28.0,6.0
2022-03-08,-23.0,-15.0,-22.0,-40.0,-29.0,6.0
2022-03-09,-24.0,-16.0,-23.0,-40.0,-29.0,6.0
2022-03-10,-24.0,-17.0,-24.0,-40.0,-29.0,6.0
2022-03-11,-24.0,-16.0,-23.0,-40.0,-28.0,6.0
2022-03-12,-23.0,-16.0,-22.0,-38.0,-16.0,3.0
2022-03-13,-20.0,-17.0,-11.0,-35.0,-16.0,3.0
2022-03-14,-24.0,-16.0,-20.0,-39.0,-28.0,6.0
2022-03-15,-24.0,-16.0,-21.0,-40.0,-29.0,6.0
2022-03-16,-23.0,-15.0,-20.0,-40.0,-29.0,6.0
2022-03-17,-22.0,-17.0,-20.0,-39.0,-29.0,6.0
2022-03-18,-22.0,-16.0,-19.0,-40.0,-29.0,6.0
2022-03-19,-23.0,-17.0,-22.0,-37.0,-17.0,3.0
2022-03-20,-19.0,-17.0,-12.0,-35.0,-17.0,2.0
2022-03-21,-23.0,-16.0,-18.0,-39.0,-29.0,6.0
2022-03-22,-23.0,-16.0,-16.0,-39.0,-30.0,6.0
2022-03-23,-22.0,-16.0,-15.0,-39.0,-30.0,6.0
2022-03-24,-22.0,-17.0,-19.0,-39.0,-30.0,6.0
2022-03-25,-22.0,-16.0,-21.0,-39.0,-29.0,6.0
2022-03-26,-23.0,-16.0,-21.0,-37.0,-17.0,2.0
2022-03-27,-20.0,-16.0,-13.0,-34.0,-16.0,2.0
2022-03-28,-32.0,-25.0,-58.0,-49.0,-37.0,11.0
2022-03-29,-24.0,-14.0,-25.0,-40.0,-30.0,6.0
2022-03-30,-24.0,-17.0,-21.0,-40.0,-29.0,6.0
2022-03-31,-23.0,-17.0,-26.0,-41.0,-30.0,7.0
2022-04-01,-22.0,-14.0,-20.0,-39.0,-29.0,5.0
2022-04-02,-23.0,-16.0,-24.0,-38.0,-17.0,3.0
2022-04-03,-20.0,-16.0,-15.0,-34.0,-16.0,2.0
2022-04-04,-23.0,-15.0,-21.0,-38.0,-29.0,5.0
2022-04-05,-22.0,-15.0,-17.0,-39.0,-30.0,5.0
2022-04-06,-22.0,-15.0,-17.0,-38.0,-30.0,5.0
2022-04-07,-21.0,-14.0,-20.0,-38.0,-30.0,5.0
2022-04-08,-21.0,-12.0,-22.0,-38.0,-29.0,5.0
2022-04-09,-21.0,-13.0,-16.0,-35.0,-17.0,2.0
2022-04-10,-18.0,-15.0,-9.0,-32.0,-15.0,1.0
2022-04-11,-22.0,-15.0,-23.0,-39.0,-32.0,6.0
2022-04-12,-22.0,-16.0,-25.0,-41.0,-33.0,6.0
2022-04-13,-21.0,-15.0,-17.0,-40.0,-33.0,6.0
2022-04-14,-20.0,-15.0,-18.0,-39.0,-34.0,6.0
2022-04-15,-20.0,-12.0,-19.0,-41.0,-39.0,7.0
2022-04-16,-23.0,-10.0,-22.0,-39.0,-21.0,3.0
2022-04-17,-34.0,-14.0,3.0,-36.0,-26.0,1.0
2022-04-18,-22.0,-17.0,-22.0,-39.0,-32.0,6.0
2022-04-19,-22.0,-16.0,-18.0,-39.0,-31.0,6.0
2022-04-20,-22.0,-16.0,-17.0,-38.0,-31.0,5.0
2022-04-21,-22.0,-17.0,-21.0,-38.0,-30.0,6.0
2022-04-22,-22.0,-16.0,-27.0,-39.0,-30.0,6.0
2022-04-23,-21.0,-15.0,-14.0,-36.0,-18.0,2.0
2022-04-24,-19.0,-15.0,-7.0,-33.0,-17.0,1.0
2022-04-25,-22.0,-13.0,-20.0,-37.0,-28.0,5.0
2022-04-26,-23.0,-14.0,-19.0,-38.0,-28.0,5.0
2022-04-27,-22.0,-15.0,-18.0,-38.0,-28.0,5.0
2022-04-28,-22.0,-16.0,-23.0,-38.0,-28.0,5.0
2022-04-29,-20.0,-13.0,-18.0,-37.0,-28.0,5.0
2022-04-30,-21.0,-14.0,-16.0,-34.0,-17.0,2.0
2022-05-01,-17.0,-13.0,-5.0,-32.0,-15.0,2.0
2022-05-02,-21.0,-12.0,-20.0,-37.0,-28.0,5.0
2022-05-03,-20.0,-11.0,-18.0,-37.0,-28.0,5.0
2022-05-04,-20.0,-12.0,-18.0,-38.0,-28.0,5.0
2022-05-05,-17.0,-12.0,-19.0,-37.0,-28.0,4.0
2022-05-06,-18.0,-10.0,-20.0,-37.0,-28.0,4.0
2022-05-07,-18.0,-7.0,-18.0,-35.0,-18.0,0.0
2022-05-08,-16.0,-9.0,-22.0,-33.0,-18.0,1.0
2022-05-09,-22.0,-13.0,-23.0,-37.0,-28.0,5.0
2022-05-10,-19.0,-12.0,-21.0,-37.0,-29.0,4.0
2022-05-11,-22.0,-15.0,-23.0,-38.0,-29.0,5.0
2022-05-12,-21.0,-14.0,-19.0,-37.0,-29.0,5.0
2022-05-13,-20.0,-13.0,-18.0,-37.0,-29.0,5.0
2022-05-14,-21.0,-14.0,-14.0,-35.0,-19.0,2.0
2022-05-15,-18.0,-14.0,-7.0,-31.0,-17.0,2.0
2022-05-16,-22.0,-13.0,-21.0,-37.0,-29.0,5.0
2022-05-17,-22.0,-14.0,-20.0,-37.0,-29.0,5.0
2022-05-18,-22.0,-14.0,-17.0,-37.0,-29.0,5.0
2022-05-19,-21.0,-16.0,-22.0,-38.0,-30.0,5.0
2022-05-20,-22.0,-15.0,-27.0,-38.0,-29.0,5.0
2022-05-21,-22.0,-16.0,-15.0,-34.0,-19.0,2.0
2022-05-22,-19.0,-16.0,-8.0,-32.0,-17.0,2.0
2022-05-23,-23.0,-15.0,-22.0,-37.0,-29.0,5.0
2022-05-24,-22.0,-15.0,-18.0,-38.0,-30.0,6.0
2022-05-25,-21.0,-14.0,-18.0,-37.0,-30.0,5.0
2022-05-26,-20.0,-15.0,-19.0,-37.0,-30.0,5.0
2022-05-27,-20.0,-13.0,-21.0,-38.0,-31.0,5.0
2022-05-28,-25.0,-17.0,-30.0,-37.0,-24.0,2.0
2022-05-29,-20.0,-17.0,-11.0,-34.0,-20.0,0.0
2022-05-30,-21.0,-15.0,4.0,-50.0,-74.0,15.0
2022-05-31,-22.0,-12.0,-20.0,-36.0,-31.0,6.0
2022-06-01,-20.0,-12.0,-18.0,-36.0,-30.0,5.0
2022-06-02,-20.0,-14.0,-21.0,-37.0,-31.0,6.0
2022-06-03,-21.0,-12.0,-20.0,-37.0,-31.0,5.0
2022-06-04,-23.0,-15.0,-20.0,-35.0,-18.0,2.0
2022-06-05,-20.0,-14.0,-9.0,-31.0,-17.0,2.0
2022-06-06,-21.0,-13.0,-17.0,-36.0,-31.0,5.0
2022-06-07,-19.0,-12.0,-8.0,-36.0,-32.0,5.0
2022-06-08,-20.0,-13.0,-17.0,-37.0,-32.0,6.0
2022-06-09,-18.0,-14.0,-18.0,-37.0,-33.0,6.0
2022-06-10,-20.0,-13.0,-20.0,-37.0,-33.0,6.0
2022-06-11,-23.0,-14.0,-18.0,-34.0,-19.0,2.0
2022-06-12,-19.0,-14.0,-7.0,-31.0,-17.0,1.0
2022-06-13,-22.0,-14.0,-18.0,-37.0,-35.0,6.0
2022-06-14,-20.0,-14.0,-14.0,-38.0,-36.0,6.0
2022-06-15,-20.0,-14.0,-14.0,-38.0,-36.0,7.0
2022-06-16,-21.0,-15.0,-16.0,-38.0,-37.0,7.0
2022-06-17,-21.0,-12.0,-17.0,-38.0,-37.0,7.0
2022-06-18,-22.0,-11.0,-17.0,-34.0,-21.0,1.0
2022-06-19,-19.0,-12.0,-12.0,-32.0,-19.0,0.0
2022-06-20,-21.0,-15.0,-13.0,-40.0,-44.0,8.0
2022-06-21,-23.0,-14.0,-14.0,-38.0,-37.0,7.0
2022-06-22,-24.0,-16.0,-22.0,-40.0,-37.0,8.0
2022-06-23,-22.0,-16.0,-14.0,-38.0,-37.0,7.0
2022-06-24,-23.0,-15.0,-17.0,-39.0,-37.0,7.0
2022-06-25,-24.0,-15.0,-18.0,-34.0,-20.0,2.0
2022-06-26,-21.0,-16.0,-7.0,-32.0,-18.0,2.0
2022-06-27,-23.0,-15.0,-18.0,-38.0,-36.0,7.0
2022-06-28,-23.0,-15.0,-16.0,-38.0,-37.0,7.0
2022-06-29,-22.0,-15.0,-13.0,-38.0,-37.0,7.0
2022-06-30,-20.0,-14.0,-14.0,-36.0,-37.0,7.0
2022-07-01,-20.0,-9.0,-16.0,-37.0,-38.0,7.0
2022-07-02,-23.0,-11.0,-24.0,-35.0,-24.0,2.0
2022-07-03,-20.0,-10.0,-7.0,-33.0,-20.0,0.0
2022-07-04,-31.0,-12.0,18.0,-51.0,-78.0,15.0
2022-07-05,-24.0,-15.0,-20.0,-38.0,-41.0,8.0
2022-07-06,-23.0,-15.0,-15.0,-38.0,-38.0,7.0
2022-07-07,-22.0,-15.0,-15.0,-39.0,-37.0,7.0
2022-07-08,-23.0,-15.0,-15.0,-39.0,-37.0,7.0
2022-07-09,-24.0,-15.0,-20.0,-36.0,-20.0,3.0
2022-07-10,-21.0,-15.0,-10.0,-32.0,-18.0,2.0
2022-07-11,-24.0,-14.0,-17.0,-38.0,-37.0,7.0
2022-07-12,-23.0,-16.0,-16.0,-39.0,-37.0,7.0
2022-07-13,-23.0,-16.0,-14.0,-39.0,-37.0,7.0
2022-07-14,-23.0,-17.0,-14.0,-38.0,-37.0,8.0
2022-07-15,-25.0,-16.0,-17.0,-39.0,-37.0,9.0
2022-07-16,-26.0,-16.0,-22.0,-36.0,-20.0,3.0
2022-07-17,-22.0,-15.0,-12.0,-33.0,-18.0,2.0
2022-07-18,-23.0,-15.0,-16.0,-38.0,-37.0,9.0
2022-07-19,-23.0,-14.0,-15.0,-39.0,-38.0,10.0
2022-07-20,-24.0,-15.0,-14.0,-39.0,-38.0,7.0
2022-07-21,-23.0,-16.0,-14.0,-38.0,-38.0,7.0
2022-07-22,-23.0,-14.0,-17.0,-39.0,-37.0,8.0
2022-07-23,-25.0,-16.0,-23.0,-36.0,-20.0,2.0
2022-07-24,-22.0,-18.0,-15.0,-33.0,-18.0,3.0
2022-07-25,-23.0,-16.0,-16.0,-39.0,-38.0,8.0
2022-07-26,-22.0,-13.0,-14.0,-39.0,-38.0,7.0
2022-07-27,-22.0,-15.0,-13.0,-38.0,-38.0,7.0
2022-07-28,-22.0,-15.0,-13.0,-38.0,-38.0,8.0
2022-07-29,-22.0,-10.0,-15.0,-38.0,-38.0,7.0
2022-07-30,-24.0,-16.0,-17.0,-35.0,-21.0,3.0
2022-07-31,-21.0,-16.0,-13.0,-32.0,-17.0,2.0
2022-08-01,-21.0,-13.0,-17.0,-38.0,-38.0,7.0
2022-08-02,-21.0,-14.0,-13.0,-39.0,-38.0,7.0
2022-08-03,-20.0,-13.0,-15.0,-38.0,-38.0,7.0
2022-08-04,-22.0,-15.0,-15.0,-39.0,-38.0,7.0
2022-08-05,-23.0,-14.0,-18.0,-39.0,-38.0,7.0
2022-08-06,-24.0,-14.0,-21.0,-35.0,-21.0,2.0
2022-08-07,-21.0,-15.0,-14.0,-33.0,-18.0,2.0
2022-08-08,-22.0,-14.0,-19.0,-38.0,-37.0,7.0
2022-08-09,-21.0,-13.0,-18.0,-39.0,-37.0,7.0
2022-08-10,-21.0,-14.0,-16.0,-38.0,-36.0,7.0
2022-08-11,-22.0,-15.0,-17.0,-39.0,-36.0,7.0
2022-08-12,-23.0,-14.0,-20.0,-39.0,-36.0,7.0
2022-08-13,-23.0,-14.0,-22.0,-36.0,-20.0,2.0
2022-08-14,-20.0,-13.0,-15.0,-32.0,-17.0,3.0
2022-08-15,-21.0,-13.0,-21.0,-36.0,-35.0,8.0
2022-08-16,-22.0,-13.0,-16.0,-37.0,-35.0,8.0
2022-08-17,-22.0,-13.0,-17.0,-37.0,-35.0,8.0
2022-08-18,-21.0,-14.0,-10.0,-35.0,-35.0,8.0
2022-08-19,-21.0,-13.0,-18.0,-37.0,-34.0,8.0
2022-08-20,-21.0,-14.0,-14.0,-35.0,-19.0,4.0
2022-08-21,-19.0,-14.0,-9.0,-31.0,-17.0,3.0
2022-08-22,-22.0,-14.0,-20.0,-35.0,-34.0,8.0
2022-08-23,-22.0,-14.0,-17.0,-36.0,-34.0,8.0
2022-08-24,-22.0,-15.0,-16.0,-36.0,-34.0,8.0
2022-08-25,-22.0,-15.0,-17.0,-36.0,-34.0,8.0
2022-08-26,-22.0,-14.0,-18.0,-37.0,-34.0,8.0
2022-08-27,-23.0,-14.0,-17.0,-35.0,-19.0,4.0
2022-08-28,-20.0,-15.0,-7.0,-32.0,-17.0,3.0
2022-08-29,-23.0,-15.0,-20.0,-35.0,-33.0,6.0
2022-08-30,-23.0,-14.0,-20.0,-36.0,-33.0,6.0
2022-08-31,-23.0,-15.0,-24.0,-36.0,-34.0,5.0
2022-09-01,-20.0,-12.0,-25.0,-35.0,-34.0,5.0
2022-09-02,-20.0,-10.0,-25.0,-38.0,-36.0,6.0
2022-09-03,-22.0,-13.0,-32.0,-36.0,-25.0,2.0
2022-09-04,-21.0,-15.0,-21.0,-36.0,-21.0,1.0
2022-09-05,-22.0,-14.0,-15.0,-52.0,-76.0,17.0
2022-09-06,-22.0,-10.0,-26.0,-35.0,-33.0,5.0
2022-09-07,-23.0,-12.0,-24.0,-36.0,-32.0,5.0
2022-09-08,-22.0,-14.0,-25.0,-36.0,-31.0,5.0
2022-09-09,-24.0,-14.0,-34.0,-38.0,-31.0,6.0
2022-09-10,-23.0,-13.0,-34.0,-37.0,-19.0,4.0
2022-09-11,-21.0,-15.0,-19.0,-33.0,-16.0,3.0
2022-09-12,-23.0,-14.0,-23.0,-35.0,-30.0,5.0
2022-09-13,-23.0,-14.0,-20.0,-36.0,-31.0,5.0
2022-09-14,-23.0,-15.0,-19.0,-36.0,-31.0,5.0
2022-09-15,-22.0,-16.0,-18.0,-35.0,-31.0,4.0
2022-09-16,-22.0,-14.0,-20.0,-37.0,-31.0,5.0
2022-09-17,-23.0,-15.0,-19.0,-35.0,-19.0,2.0
2022-09-18,-21.0,-17.0,-13.0,-32.0,-18.0,2.0
2022-09-19,-24.0,-16.0,-22.0,-35.0,-31.0,5.0
2022-09-20,-23.0,-15.0,-19.0,-36.0,-31.0,5.0
2022-09-21,-23.0,-16.0,-19.0,-36.0,-32.0,5.0
2022-09-22,-22.0,-16.0,-18.0,-35.0,-32.0,5.0
2022-09-23,-21.0,-14.0,-14.0,-35.0,-32.0,5.0
2022-09-24,-22.0,-16.0,-13.0,-34.0,-20.0,2.0
2022-09-25,-21.0,-16.0,-15.0,-32.0,-18.0,2.0
2022-09-26,-24.0,-16.0,-23.0,-37.0,-35.0,6.0
2022-09-27,-24.0,-16.0,-22.0,-37.0,-31.0,5.0
2022-09-28,-23.0,-16.0,-22.0,-37.0,-31.0,5.0
2022-09-29,-23.0,-17.0,-22.0,-37.0,-31.0,5.0
2022-09-30,-21.0,-14.0,-20.0,-36.0,-31.0,4.0
2022-10-01,-21.0,-14.0,-20.0,-34.0,-20.0,2.0
2022-10-02,-20.0,-15.0,-18.0,-32.0,-17.0,2.0
2022-10-03,-21.0,-13.0,-23.0,-34.0,-30.0,4.0
2022-10-04,-22.0,-13.0,-20.0,-36.0,-30.0,5.0
2022-10-05,-22.0,-15.0,-20.0,-38.0,-35.0,6.0
2022-10-06,-22.0,-16.0,-21.0,-36.0,-30.0,5.0
2022-10-07,-22.0,-14.0,-21.0,-37.0,-30.0,5.0
2022-10-08,-22.0,-15.0,-17.0,-34.0,-20.0,2.0
2022-10-09,-20.0,-16.0,-14.0,-32.0,-18.0,2.0
2022-10-10,-23.0,-15.0,-24.0,-37.0,-35.0,6.0
2022-10-11,-24.0,-16.0,-23.0,-36.0,-31.0,5.0
2022-10-12,-24.0,-18.0,-25.0,-37.0,-31.0,5.0
2022-10-13,-23.0,-17.0,-22.0,-35.0,-30.0,5.0
2022-10-14,-22.0,-14.0,-25.0,-36.0,-31.0,5.0
2022-10-15,-23.0,-16.0,-32.0,-35.0,-21.0,3.0
